filename,time_rel(sec)
xa.s12.00.mhz.1972-11-19HR00_evid00335.csv,65424.90566037736
xa.s12.00.mhz.1972-12-02HR00_evid00341.csv,28807.24528301887
xa.s12.00.mhz.1972-12-02HR00_evid00341.csv,78543.69811320755
xa.s12.00.mhz.1972-12-02HR00_evid00341.csv,80369.50943396226
xa.s12.00.mhz.1972-12-06HR00_evid00342.csv,35603.32075471698
xa.s12.00.mhz.1972-12-06HR00_evid00342.csv,50649.35849056604
xa.s12.00.mhz.1972-12-15HR00_evid00349.csv,24479.396226415094
xa.s12.00.mhz.1972-12-15HR00_evid00349.csv,77225.05660377358
xa.s12.00.mhz.1973-03-12HR00_evid00384.csv,74182.03773584905
xa.s12.00.mhz.1973-04-23HR00_evid00399.csv,48451.622641509435
xa.s12.00.mhz.1973-04-23HR00_evid00399.csv,57884.981132075474
xa.s12.00.mhz.1973-08-08HR00_evid00437.csv,61840.90566037736
xa.s12.00.mhz.1973-10-03HR03_evid00461.csv,59541.73584905661
xa.s12.00.mhz.1973-10-10HR00_evid00463.csv,10921.056603773586
xa.s12.00.mhz.1973-11-22HR00_evid00475.csv,49736.45283018868
xa.s12.00.mhz.1973-11-22HR00_evid00475.csv,53421.88679245283
xa.s12.00.mhz.1974-03-14HR00_evid00506.csv,26474.264150943396
xa.s12.00.mhz.1974-03-30HR00_evid00512.csv,51122.716981132085
xa.s12.00.mhz.1974-03-30HR00_evid00512.csv,70902.3396226415
xa.s12.00.mhz.1974-05-09HR00_evid00522.csv,48181.1320754717
xa.s12.00.mhz.1974-06-30HR00_evid00543.csv,45442.41509433962
xa.s12.00.mhz.1974-06-30HR00_evid00543.csv,61604.22641509434
xa.s12.00.mhz.1974-07-25HR05_evid00553.csv,32864.60377358491
xa.s12.00.mhz.1974-10-02HR00_evid00572.csv,47978.2641509434
xa.s12.00.mhz.1974-10-02HR00_evid00572.csv,76007.84905660378
xa.s12.00.mhz.1975-04-21HR00_evid00638.csv,6457.962264150944
xa.s12.00.mhz.1975-04-21HR00_evid00638.csv,16533.735849056608
xa.s12.00.mhz.1975-05-16HR00_evid00651.csv,79828.52830188679
xa.s12.00.mhz.1975-05-20HR00_evid00652.csv,62686.188679245286
xa.s12.00.mhz.1975-06-15HR00_evid00660.csv,13220.226415094341
xa.s12.00.mhz.1975-06-17HR00_evid00662.csv,43312.301886792455
xa.s12.00.mhz.1975-06-17HR00_evid00662.csv,62855.24528301887
xa.s12.00.mhz.1977-04-11HR00_evid00915.csv,48147.32075471698
xa.s12.00.mhz.1977-04-24HR00_evid00923.csv,58087.84905660377
xa.s12.00.mhz.1977-07-19HR00_evid00991.csv,74215.84905660377
xa.s12.00.mhz.1977-09-13HR00_evid01012.csv,71578.56603773584
xa.s12.00.mhz.1977-09-13HR00_evid01012.csv,83209.66037735848
xa.s15.00.mhz.1973-04-04HR00_evid00098.csv,65830.64150943396
xa.s15.00.mhz.1973-08-10HR00_evid00126.csv,63497.6603773585
xa.s15.00.mhz.1973-10-27HR00_evid00134.csv,39998.79245283019
xa.s15.00.mhz.1974-10-19HR00_evid00157.csv,69854.18867924527
xa.s15.00.mhz.1974-11-17HR00_evid00162.csv,71713.81132075471
xa.s15.00.mhz.1974-11-17HR00_evid00162.csv,73505.81132075471
xa.s15.00.mhz.1974-11-21HR00_evid00166.csv,47234.41509433963
xa.s15.00.mhz.1974-11-21HR00_evid00166.csv,50818.41509433963
xa.s15.00.mhz.1974-11-21HR00_evid00166.csv,62517.13207547171
xa.s15.00.mhz.1974-12-15HR00_evid00169.csv,14369.81132075472
xa.s15.00.mhz.1974-12-15HR00_evid00169.csv,16668.981132075474
xa.s15.00.mhz.1974-12-15HR00_evid00169.csv,21132.075471698117
xa.s15.00.mhz.1974-12-15HR00_evid00169.csv,32763.16981132076
xa.s15.00.mhz.1974-12-15HR00_evid00170.csv,14369.81132075472
xa.s15.00.mhz.1974-12-15HR00_evid00170.csv,16668.981132075474
xa.s15.00.mhz.1974-12-15HR00_evid00170.csv,21132.075471698117
xa.s15.00.mhz.1974-12-15HR00_evid00170.csv,32763.16981132076
xa.s15.00.mhz.1975-04-12HR00_evid00190.csv,34318.49056603773
xa.s15.00.mhz.1975-04-12HR00_evid00190.csv,63091.92452830189
xa.s15.00.mhz.1975-06-22HR00_evid00194.csv,71071.39622641509
xa.s15.00.mhz.1974-02-06HR00_evid00497.csv,3043.0188679245284
xa.s15.00.mhz.1974-06-16HR00_evid00536.csv,57208.75471698114
xa.s15.00.mhz.1974-06-16HR00_evid00536.csv,61536.60377358492
xa.s15.00.mhz.1974-06-16HR00_evid00536.csv,73911.54716981133
xa.s15.00.mhz.1974-06-30HR00_evid00542.csv,30768.301886792455
xa.s15.00.mhz.1974-08-04HR00_evid00557.csv,45915.77358490566
xa.s15.00.mhz.1975-05-20HR00_evid00653.csv,9703.849056603774
xa.s15.00.mhz.1975-05-20HR00_evid00653.csv,11664.905660377359
xa.s15.00.mhz.1975-05-20HR00_evid00653.csv,63362.41509433962
xa.s16.00.mhz.1972-09-10HR00_evid00075.csv,46051.018867924526
xa.s16.00.mhz.1972-09-10HR00_evid00075.csv,74012.98113207547
xa.s16.00.mhz.1972-11-06HR00_evid00079.csv,15519.396226415094
xa.s16.00.mhz.1972-11-08HR00_evid00080.csv,66540.67924528301
xa.s16.00.mhz.1972-11-14HR00_evid00081.csv,27623.849056603773
xa.s16.00.mhz.1972-11-14HR00_evid00081.csv,61570.41509433962
xa.s16.00.mhz.1973-07-31HR00_evid00123.csv,34859.47169811321
xa.s16.00.mhz.1974-05-19HR00_evid00146.csv,67994.56603773584
xa.s16.00.mhz.1974-11-11HR00_evid00160.csv,60860.377358490565
xa.s16.00.mhz.1974-12-12HR02_evid00168.csv,56836.830188679254
xa.s16.00.mhz.1974-12-15HR00_evid00172.csv,32458.867924528302
xa.s16.00.mhz.1974-12-25HR00_evid00174.csv,77056.0
xa.s16.00.mhz.1975-02-19HR00_evid00180.csv,51257.96226415094
xa.s16.00.mhz.1975-02-19HR00_evid00180.csv,83818.26415094339
xa.s16.00.mhz.1975-03-26HR00_evid00186.csv,43177.056603773584
xa.s16.00.mhz.1975-03-26HR00_evid00186.csv,67622.64150943396
xa.s16.00.mhz.1977-04-17HR00_evid00249.csv,49804.07547169812
xa.s16.00.mhz.1977-06-02HR00_evid00255.csv,49905.50943396227
xa.s16.00.mhz.1977-06-02HR00_evid00255.csv,60928.0
xa.s16.00.mhz.1973-12-18HR00_evid00487.csv,75703.54716981133
xa.s12.00.mhz.1970-01-19HR00_evid00002.csv,72220.98113207547
xa.s12.00.mhz.1970-03-25HR00_evid00003.csv,12307.320754716982
xa.s12.00.mhz.1970-03-26HR00_evid00004.csv,72187.16981132075
xa.s12.00.mhz.1970-04-25HR00_evid00006.csv,3584.0
xa.s12.00.mhz.1970-04-26HR00_evid00007.csv,51393.20754716981
xa.s12.00.mhz.1970-04-26HR00_evid00007.csv,54740.52830188679
xa.s12.00.mhz.1970-06-15HR00_evid00008.csv,66270.18867924527
xa.s12.00.mhz.1970-06-26HR00_evid00009.csv,70057.05660377358
xa.s12.00.mhz.1970-07-20HR00_evid00010.csv,16297.056603773586
xa.s12.00.mhz.1970-07-20HR00_evid00010.csv,23972.22641509434
xa.s12.00.mhz.1970-07-20HR00_evid00010.csv,41114.56603773585
xa.s12.00.mhz.1970-07-20HR00_evid00011.csv,16297.056603773586
xa.s12.00.mhz.1970-07-20HR00_evid00011.csv,23972.22641509434
xa.s12.00.mhz.1970-07-20HR00_evid00011.csv,41114.56603773585
xa.s12.00.mhz.1970-09-26HR00_evid00013.csv,71274.2641509434
xa.s12.00.mhz.1970-10-24HR00_evid00014.csv,41046.943396226416
xa.s12.00.mhz.1970-10-24HR00_evid00014.csv,60623.698113207545
xa.s12.00.mhz.1970-10-24HR00_evid00014.csv,71781.43396226414
xa.s12.00.mhz.1970-11-12HR00_evid00015.csv,45679.09433962264
xa.s12.00.mhz.1970-11-12HR00_evid00015.csv,54402.41509433962
xa.s12.00.mhz.1970-12-11HR00_evid00017.csv,26271.396226415094
xa.s12.00.mhz.1970-12-27HR00_evid00019.csv,73133.88679245283
xa.s12.00.mhz.1970-12-31HR00_evid00021.csv,54943.3962264151
xa.s12.00.mhz.1971-01-15HR00_evid00022.csv,44833.81132075472
xa.s12.00.mhz.1971-01-28HR00_evid00023.csv,40641.20754716982
xa.s12.00.mhz.1971-01-28HR00_evid00023.csv,53455.69811320755
xa.s12.00.mhz.1971-01-29HR00_evid00024.csv,55281.509433962274
xa.s12.00.mhz.1971-01-29HR00_evid00024.csv,57073.509433962274
xa.s12.00.mhz.1971-01-29HR00_evid00024.csv,65864.45283018867
xa.s12.00.mhz.1971-02-09HR00_evid00026.csv,12915.924528301888
xa.s12.00.mhz.1971-03-25HR00_evid00028.csv,54774.33962264151
xa.s12.00.mhz.1971-04-13HR02_evid00029.csv,35332.83018867925
xa.s12.00.mhz.1971-04-13HR02_evid00029.csv,44428.07547169812
xa.s12.00.mhz.1971-04-17HR00_evid00030.csv,13186.415094339623
xa.s12.00.mhz.1971-04-17HR00_evid00030.csv,23228.37735849057
xa.s12.00.mhz.1971-05-12HR00_evid00031.csv,27826.71698113208
xa.s12.00.mhz.1971-05-12HR00_evid00031.csv,33642.2641509434
xa.s12.00.mhz.1971-05-12HR00_evid00032.csv,27826.71698113208
xa.s12.00.mhz.1971-05-12HR00_evid00032.csv,33642.2641509434
xa.s12.00.mhz.1971-05-13HR00_evid00033.csv,10650.566037735849
xa.s12.00.mhz.1971-05-23HR00_evid00034.csv,78239.3962264151
xa.s12.00.mhz.1971-06-12HR00_evid00035.csv,25088.0
xa.s12.00.mhz.1971-06-12HR00_evid00035.csv,36888.15094339623
xa.s12.00.mhz.1971-09-25HR00_evid00042.csv,32120.754716981133
xa.s12.00.mhz.1971-10-18HR00_evid00043.csv,11157.735849056604
xa.s12.00.mhz.1971-10-18HR00_evid00043.csv,53455.698113207545
xa.s12.00.mhz.1971-10-20HR00_evid00044.csv,42500.83018867925
xa.s12.00.mhz.1971-10-20HR00_evid00044.csv,44056.15094339623
xa.s12.00.mhz.1971-10-20HR00_evid00044.csv,63125.735849056604
xa.s12.00.mhz.1971-10-31HR00_evid00045.csv,18832.90566037736
xa.s12.00.mhz.1971-11-14HR00_evid00046.csv,15485.584905660378
xa.s12.00.mhz.1971-11-14HR00_evid00046.csv,18021.433962264153
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,23397.433962264153
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,56836.83018867925
xa.s12.00.mhz.1972-01-04HR00_evid00049.csv,59203.622641509435
xa.s12.00.mhz.1972-03-12HR00_evid00052.csv,64512.0
xa.s12.00.mhz.1972-05-11HR00_evid00055.csv,47910.64150943396
xa.s12.00.mhz.1972-05-11HR00_evid00055.csv,76650.26415094339
xa.s12.00.mhz.1972-05-11HR00_evid00055.csv,79287.54716981131
xa.s12.00.mhz.1972-06-16HR00_evid00060.csv,57986.41509433962
xa.s12.00.mhz.1972-07-17HR00_evid00067.csv,27759.094339622643
xa.s12.00.mhz.1972-07-17HR00_evid00067.csv,77056.0
xa.s12.00.mhz.1972-07-17HR00_evid00068.csv,27759.094339622643
xa.s12.00.mhz.1972-07-17HR00_evid00068.csv,77056.0
xa.s12.00.mhz.1972-07-28HR00_evid00070.csv,8452.830188679245
xa.s12.00.mhz.1972-07-28HR00_evid00070.csv,11969.207547169812
xa.s12.00.mhz.1972-07-31HR00_evid00071.csv,63835.77358490566
xa.s12.00.mhz.1972-12-02HR00_evid00083.csv,28807.24528301887
xa.s12.00.mhz.1972-12-02HR00_evid00083.csv,78543.69811320755
xa.s12.00.mhz.1972-12-02HR00_evid00083.csv,80369.50943396226
xa.s12.00.mhz.1972-12-03HR00_evid00084.csv,9331.924528301888
xa.s12.00.mhz.1973-01-18HR00_evid00088.csv,83615.39622641509
xa.s12.00.mhz.1973-01-31HR00_evid00091.csv,2569.66037735849
xa.s12.00.mhz.1973-03-01HR00_evid00093.csv,26744.754716981133
xa.s12.00.mhz.1973-03-13HR00_evid00094.csv,26947.622641509435
xa.s12.00.mhz.1973-03-13HR00_evid00094.csv,35062.33962264151
xa.s12.00.mhz.1973-03-24HR00_evid00097.csv,69042.71698113206
xa.s12.00.mhz.1973-05-14HR00_evid00104.csv,1961.0566037735848
xa.s12.00.mhz.1973-06-05HR00_evid00107.csv,9906.716981132076
xa.s12.00.mhz.1973-06-05HR00_evid00107.csv,12746.867924528302
xa.s12.00.mhz.1973-06-05HR00_evid00107.csv,40167.84905660377
xa.s12.00.mhz.1973-06-05HR00_evid00108.csv,9906.716981132076
xa.s12.00.mhz.1973-06-05HR00_evid00108.csv,12746.867924528302
xa.s12.00.mhz.1973-06-05HR00_evid00108.csv,40167.84905660377
xa.s12.00.mhz.1973-06-18HR00_evid00109.csv,5984.603773584906
xa.s12.00.mhz.1973-06-27HR00_evid00112.csv,67014.03773584905
xa.s12.00.mhz.1973-07-03HR00_evid00113.csv,65492.52830188679
xa.s12.00.mhz.1973-07-04HR00_evid00114.csv,10143.396226415094
xa.s12.00.mhz.1973-07-20HR00_evid00117.csv,68806.03773584905
xa.s12.00.mhz.1973-07-28HR00_evid00120.csv,2130.1132075471696
xa.s12.00.mhz.1973-08-21HR00_evid00127.csv,43616.60377358491
xa.s12.00.mhz.1974-01-10HR00_evid00136.csv,50818.41509433962
xa.s12.00.mhz.1974-02-07HR00_evid00137.csv,21774.490566037737
xa.s12.00.mhz.1974-02-07HR00_evid00137.csv,26947.622641509435
xa.s12.00.mhz.1974-02-12HR00_evid00138.csv,78814.18867924527
xa.s12.00.mhz.1974-03-25HR00_evid00140.csv,61198.49056603773
xa.s12.00.mhz.1974-04-08HR00_evid00141.csv,30971.169811320757
xa.s12.00.mhz.1974-04-19HR00_evid00142.csv,65154.41509433962
xa.s12.00.mhz.1974-04-26HR00_evid00144.csv,33067.47169811321
xa.s12.00.mhz.1974-04-27HR00_evid00145.csv,51393.20754716981
xa.s12.00.mhz.1974-06-25HR00_evid00149.csv,2738.7169811320755
xa.s12.00.mhz.1974-07-06HR00_evid00150.csv,9703.849056603774
xa.s12.00.mhz.1974-07-06HR00_evid00150.csv,51427.018867924526
xa.s12.00.mhz.1974-07-06HR00_evid00151.csv,9703.849056603774
xa.s12.00.mhz.1974-07-06HR00_evid00151.csv,51427.018867924526
xa.s12.00.mhz.1974-07-11HR00_evid00152.csv,2400.6037735849054
xa.s12.00.mhz.1974-07-11HR00_evid00152.csv,7066.566037735849
xa.s12.00.mhz.1974-07-17HR00_evid00153.csv,42771.32075471699
xa.s12.00.mhz.1974-07-17HR00_evid00153.csv,46997.73584905661
xa.s12.00.mhz.1974-10-14HR00_evid00156.csv,62821.43396226415
xa.s12.00.mhz.1975-04-12HR00_evid00191.csv,63869.584905660384
xa.s12.00.mhz.1975-04-12HR00_evid00191.csv,73674.8679245283
xa.s12.00.mhz.1975-05-04HR00_evid00192.csv,34318.49056603773
xa.s12.00.mhz.1975-05-04HR00_evid00192.csv,47302.03773584906
xa.s12.00.mhz.1975-06-24HR00_evid00196.csv,7506.11320754717
xa.s12.00.mhz.1975-06-24HR00_evid00196.csv,56803.018867924526
xa.s12.00.mhz.1975-06-26HR00_evid00198.csv,12442.56603773585
